path,filename,class_name,label,total_frames,fps,width,height,resolution,duration_sec,file_size_mb,readable,md5
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_9.mp4,videppppsss_9.mp4,non shop lifters,0,249,24.83,704,576,704x576,10.03,0.35,True,1f61321104583b6990745740487272ce
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_215_1.mp4,shop_lifter_n_215_1.mp4,non shop lifters,0,75,25.0,704,576,704x576,3.0,0.71,True,40cd0a8f400a5e80880d2086a47bd075
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_3.mp4,shop_lifter_n_3.mp4,non shop lifters,0,350,25.0,704,576,704x576,14.0,2.65,True,42137943ebecfc52f7727c0b21c67cff
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_42.mp4,shop_lifter_n_42.mp4,non shop lifters,0,500,25.0,704,576,704x576,20.0,3.82,True,39c001a36b7047042d2abb2da126153c
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_188_1.mp4,shop_lifter_n_188_1.mp4,non shop lifters,0,275,25.0,704,576,704x576,11.0,2.79,True,ba8636647eb17e1218e4be456fe773aa
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_17.mp4,videppppsss_17.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.64,True,22f670fcca602fada7b0a90df492db63
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_37.mp4,videppppsss_37.mp4,non shop lifters,0,596,24.83,704,576,704x576,24.0,0.9,True,70a277c86349dc186a617434d195d2e0
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_53.mp4,videppppsss_53.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.65,True,a1c8c343f873f43710819706aac466ff
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_56.mp4,videppppsss_56.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.8,True,cc5e324c0c03552558104089dc472049
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_187_1.mp4,shop_lifter_n_187_1.mp4,non shop lifters,0,225,25.0,704,576,704x576,9.0,1.74,True,78168a9d2bd9270d391221c37b3713fd
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_24.mp4,videppppsss_24.mp4,non shop lifters,0,298,24.83,704,576,704x576,12.0,0.57,True,768870406dd41c7b791d77ae377600fb
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_116.mp4,shop_lifter_n_116.mp4,non shop lifters,0,250,25.0,704,576,704x576,10.0,2.21,True,6a3c59bd8a21f9a36ed20dd3dfa22afa
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_75.mp4,videppppsss_75.mp4,non shop lifters,0,348,24.83,704,576,704x576,14.02,0.6,True,c31e1a49af20a625cb8d1f32690b864c
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_59.mp4,videppppsss_59.mp4,non shop lifters,0,323,24.83,704,576,704x576,13.01,0.74,True,ac286fa70d410adc722b007bcf7bedd1
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_20_1.mp4,shop_lifter_n_20_1.mp4,non shop lifters,0,475,25.0,704,576,704x576,19.0,4.01,True,64b2a4154dc827954c1d97663ee4946e
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_30.mp4,videppppsss_30.mp4,non shop lifters,0,249,24.83,704,576,704x576,10.03,0.44,True,333b369b6a285459bbeddba99a4bbb29
/content/ShopDataSet/Shop DataSet/non shop lifters/shop_lifter_n_15_1.mp4,shop_lifter_n_15_1.mp4,non shop lifters,0,550,25.0,704,576,704x576,22.0,4.26,True,01d93ddb4985cb7a6196cf74d275f86e
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_16.mp4,videppppsss_16.mp4,non shop lifters,0,373,24.83,704,576,704x576,15.02,0.63,True,1c6ce53a53089a8dc6390cea11466ea1
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_29.mp4,videppppsss_29.mp4,non shop lifters,0,323,24.83,704,576,704x576,13.01,0.76,True,fdd51e28d93325da6adb3fffb1bc8507
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_62.mp4,videppppsss_62.mp4,non shop lifters,0,323,24.83,704,576,704x576,13.01,0.63,True,faba9b4bf5161e109a7ec69b6158fc7b
/content/ShopDataSet/Shop DataSet/non shop lifters/videossssstttsss_49.mp4,videossssstttsss_49.mp4,non shop lifters,0,225,25.0,704,576,704x576,9.0,0.29,True,15484865f0d8e2ae0b1cd3b8eae7de30
/content/ShopDataSet/Shop DataSet/non shop lifters/videossssstttsss_48.mp4,videossssstttsss_48.mp4,non shop lifters,0,175,25.0,704,576,704x576,7.0,0.22,True,a6d8741640726c4863098880f3c84715
/content/ShopDataSet/Shop DataSet/non shop lifters/videppppsss_52.mp4,videppppsss_52.mp4,non shop lifters,0,423,24.83,704,576,704x576,17.04,0.76,True,50de0d3f85d44b7086f85213b8747e60
